Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Papua New Guinea,PNG,6643330889.5987,7523672290.12189,8760834988.15839,10600858214.5448,11470592305.0429,11323186708.8739,12422252917.2759,12143084455.3126,11816919394.5096,12209967618.4591,12171489231.7862,12423375324.2849,12599830617.0044,13111558518.4203,13830943540.8171,15166649624.6688,16470960975.2433,18235232455.4894,18534820440.0689,19946175561.6253,22222378560.6534,22937846465.9927,24466489956.1391,25848109380.5603,29904167649.9953,33090247872.5632,34816198989.9536,36733020768.9449,37316119164.4331,40101957741.2665
Poland,POL,235290724466.851,226182435709.001,237155323465.296,251849872467.228,270842221199.277,295744653467.47,318664573874.385,344761172304.934,366197753276.07,387468520811.944,407661970478.243,424633333696.279,450394072658.275,468286207442.492,509395066675.547,530341428414.619,577439686250.295,639917041334.925,698096288057.547,734835133469.247,801336653343.38,869769693309.293,907167369644.705,940325020076.099,973566357429.12,1020174052202.07,1073934604256.85,1145045114530.35,1208903726913.46,1299276571937.35
Pre-demographic dividend,PRE,585940662492.178,610485933800.639,646804827295.957,668810824419.584,685628796375.915,722277986627.732,779330069844.782,843653545034.159,926909161199.182,991466288025.215,1042677346447.61,1115931633717.75,1192078683624.34,1196502566175.57,1395096357165.14,1531999957922.23,1691680488020.38,1846300297048.61,2009345609729.88,2128075784456.45,2284744513103.78,2450245754746.25,2601372239382.3,2790091082235.25,2952244828186.66,2930115058402.25,2969349345080.89,3143588717666.26,3292875605536.16,3454163167658.69
Puerto Rico,PRI,47478868757.1432,50215586713.0007,53704048835.3719,57529844255.313,61217923456.5074,65344748548.3108,68080800511.1882,72634473401.9757,77514417222.4155,82871686657.0217,87496409804.5911,95060805327.7383,97449415870.7291,99312168338.8122,110908276203.378,112090682216.251,113855145219.129,115554132617.258,115629389161.298,114236101889.451,115089652316.097,117072536776.923,118421150151.172,119191962134.508,119064630803.291,118145537346.768,117008511226.768,114269283455.236,111515558118.118,114807524970.407
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,117386297661.016,126657112302.414,130954696853.582,131318350924.051,135416524675.043,144177201721.798,149902197416.356,159553821038.829,169540543091.832,181041025245.14,194311791462.138,202417544393.21,212108753260.396,217839732509.705,224966587859.803,238691088867.445,259405439604.075,271021439746.467,281542630016.914,279893345736.414,288435921606.665,282620727896.604,277991617084.959,292135407902.921,298951904406.531,307312298431.916,326331225917.538,340796722600.216,353153783393.691,374532896094.664
Paraguay,PRY,22770977066.4927,24363477311.6567,25341426421.2951,27222418094.5569,29282298749.8389,31936066924.4811,33032634088.4455,35027826572.1093,35446172299.9984,35466731151.0994,35420483179.4406,35895498869.7731,36455475847.6398,38736889071.6012,41393799919.6647,43593834856.9245,47072097593.6911,50957212771.0229,55251859054.0445,55529450973.4438,62436669856.1228,66449333934.4864,64357198936.6162,72177773897.5625,75403947745.4385,76729911135.1185,81537571247.3828,86486123430.1818,91494315026.8944,93061810685.1177
West Bank and Gaza,PSE,,,,,5001055242.21419,5469384375.15671,5637208683.09841,6575495942.73432,7602657997.25888,8351047376.6625,7807228827.55874,7235627665.31126,6432112792.72247,7469821543.84657,8464334116.1005,9670508471.18583,9574535114.45698,10479703412.3377,11333031637.6129,12408641039.847,13569930326.7442,15573102867.3227,18432298926.2894,19279333606.7698,20901638683.9444,23061296524.6045,23997609418.1967,25636419341.6867,26478917180.0883,
Pacific island small states,PSS,4810109494.48216,4936837753.99838,5326824207.86195,5603396267.84546,5998794130.98819,6343712593.95396,6688659658.01368,6697437202.18307,6895026189.13429,7410192751.90291,7488034111.05128,7767929022.33274,8078454224.82978,8374783484.76152,8973396328.76107,9422574111.87739,9928705850.22608,10263263590.29,10627802026.6589,10549515486.7557,10987156177.0642,11633193052.9217,12265529894.9717,13007421907.1142,14761244908.7345,15944948537.2964,16450707670.9316,17440538546.627,18365743433.0456,18973230115.321
Post-demographic dividend,PST,17272762432521.9,18053559269014,18793762202887.8,19420091517819.9,20396100450020.2,21383764125617.1,22407085257599.3,23537002070851.7,24463693078798.1,25653061204860.4,27410621141544.7,28526038883171.7,29669603153548.5,30773606928200.1,32609449374333.8,34381368869634,36787941413152.8,38818278739961.5,40027155906097.7,39164975826044.9,40737501069384.3,42384407643944.1,43706188772570.8,45495649691552.6,46962999863741.3,48402028890287.5,50227819350740.6,52486782956302.8,54685498743731,56951658148967.2
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,57364501553.634,60907973226.6766,66315090346.2626,70059331206.9783,85772617323.101,95071309071.3461,123581688274.503,149725493974.071,179599125153.249,202605884383.146,245124515858.048,283715632113.243,311040880614.153,322984944851.017,317405902374.499,238529159255.543,220585077297.402,259008090091.22,269079024348.32,273268931225.825
Romania,ROU,122288737292.878,110092493400.936,102729378439.275,106771098534.34,113338891329.473,122928550426.233,129725832438.706,125449680305.389,124786089970.146,125764065771.538,131298091469.925,144332298357.674,155640767510.347,162923336368.077,192682779093.954,204714313540.175,244632686372.984,285802256660.194,344670870561.193,339074965190.161,343773106852.942,360795114942.241,379731788431.321,395622476975.585,410588099293.823,428641451654.157,476120109296.399,532611099707.383,568867842524.768,625164173840.483
Russian Federation,RUS,1187875551658.46,1166067832156.43,1019337840778.78,953033562615.981,851032390011.371,832874933680.043,817526684921.467,843109809492.514,807029157570.942,870676186417.134,1000581025238.43,1074585972513.87,1167897269467.94,1338656016320.21,1473342751156.18,1696729209938.25,2133189651012.88,2377454045295.71,2878201315078.6,2768599517939.51,2927003701117.15,3259319197327.18,3480299219245.86,3741783381914.27,3763534951277.15,3526235948513.73,3538581804727.52,3818780560822.28,4223363714785.31,4281807133724.04
Rwanda,RWA,4068914778.7466,4100747764.37931,4440513893.43936,4177123513.6166,2122577121.74355,2930419341.51378,3364417500.26573,3896431744.37944,4289343871.65889,4539352063.28298,5029305540.55362,5575693446.8674,6411073661.5017,6673951129.53621,7364064824.75087,8305557633.97523,9346450582.34402,10330130667.305,11706464628.7039,12532733300.8869,13608715659.8539,14998642814.3893,15781381630.7391,16761007125.1556,19003691533.8506,20620658418.5741,22075471907.6145,23665375199.0851,26299700706.3924,29275409705.9673
South Asia,SAS,1408873341414.35,1485009073284.46,1606521426326.26,1715873194655.06,1858084869386.77,2028498778735.7,2206898841209.48,2328557928332.98,2485318290263.39,2715755812222.22,2889330384798.57,3085208853669.97,3247246767775.56,3550100541606.06,3922113492492.74,4351164223519.63,4826221332446.54,5316107691478.7,5592516949715.35,6032112384994.49,6563751520434.21,7041048768429.25,7689460907235.67,8106090749353.16,8515195314183.98,8987342506673.23,9661981958533.68,10348381909739,11238944636540.9,11982585743415.5
Saudi Arabia,SAU,520904931910.534,619341200378.239,658714708167.374,665125504072.104,683123997872.993,698927182225.209,730495955572.921,751294684883.844,781733000909.495,763176096000.276,824128263725.864,832007957751.458,821341581998.098,930645164263.542,1031758941643.91,1123197697567.62,1189455013348.19,1243968071836.04,1347422313499.94,1329735818645.11,1413023382137.66,1586748761440.38,1672470748662.26,1680157969499.48,1722861781928.91,1541832118112.29,1475671785716.99,1565891669705.94,1641856836371,1676021697785.17
Sudan,SDN,28988317217.1638,32219548390.4374,35121457819.9768,37596212651.2029,38785416110.1588,41973450290.215,45271949246.2529,50918873053.2829,53710509245.4537,56177280471.5219,61077738365.511,66474791064.7752,71866362708.0051,78862787151.3909,84130873607.5349,93248962132.983,105739734472.97,121090711406.682,133077303589.182,138438870755.165,139585406274.185,147913060316.462,148496157989.914,155313549307.714,179817855913.744,196379282359.436,175957111188.619,178051640198.706,178023330413.972,176498716122.808
Senegal,SEN,11112619983.768,11782045643.3725,12200293465.2842,12651811663.5948,12919736555.0359,13898118118.2851,14437364905.7415,15145127109.1998,16219005032.5575,17497477687.7747,18460884435.5246,19730037152.2902,20173356111.396,21921263901.0131,23833025651.2597,25957189383.5214,27400997577.9345,29526609530.9271,31321948250.768,32221147965.7471,33757939112.4418,34965716069.2147,37053607719.6829,37890926634.0287,40124398370.99,43317631004.2569,46119109741.5674,49402166472.861,53793913549.8113,57616915772.2996
Singapore,SGP,72629517014.1207,80107776739.6525,87373480323.0191,99696321683.269,113125419696.246,123814334754.86,135501434408.252,149306016333.067,147671762218.252,158378637286.643,176555260887.562,178499066144.944,188420566532.65,200624771256.94,226256929160.968,250473673644.925,281291609947.113,314908127579.713,327031199676.596,329922989544.534,382249269339.851,414966621180.859,435964936235.077,448140098629.224,461771555846.862,481405402043.147,501213043455.888,532832748112.696,564157622013.342,578203729412.572
Solomon Islands,SLB,381082010.627752,417623892.447894,481347282.067356,512345816.704369,571396343.916851,631352151.841067,653232304.77401,654930002.210281,674115944.874791,680548594.699536,596494347.053995,560942431.313613,553860370.902565,600815591.14905,647213320.471763,703553256.966633,775196609.234372,854289266.345094,932795274.570653,895370415.115763,967480307.000893,1118021984.05594,1191371039.08704,1248863341.30673,1301122671.1793,1348467486.97767,1407121703.131,1486829577.46675,1580579583.82578,1651462433.47568
Sierra Leone,SLE,3353893310.03646,3548863643.03111,2939619999.09769,3050631708.22321,3055098149.53846,2869633425.9872,2973427070.04519,2846936446.97979,2930369490.01991,2913840472.41521,3177161972.52978,3040823196.60593,3904932067.93773,4347875138.84985,4759522724.55353,5128879257.61172,5507285057.09681,6110932418.5984,6566100374.86661,6827083515.17141,7275897099.80697,7896957783.01499,9435032175.55611,11988314917.5541,12544191365.3844,11379594527.5419,11701373301.6946,12300546132.4661,13024700609.7364,13982439172.8997
El Salvador,SLV,15366946200.725,16124021853.1602,17648852782.0957,19118364929.0632,20442370539.1202,21859246563.7916,22441507666.4003,23544146296.8864,24441076473.7024,25329635159.2366,26187474971.0994,26996664692.3532,27857218682.2193,28817829851.9578,29857283218.7007,31620877151.7251,33992608925.7426,35555194209.5631,37178638969.0337,36680566392.8963,37888844028.119,40156754597.9427,40803291963.8094,43092722375.6083,45533860833.6509,48056303342.8849,51094653385.7425,54005555164.8727,56623752911.3129,58983579232.2069
San Marino,SMR,,,,,,,,1147355402.24987,1246890392.11937,1379357764.72328,1440926413.75833,1554674946.49478,1584174584.00421,1676088180.67201,1799507282.55295,1900560233.87067,2033070987.75419,2236105201.53331,2268180980.35672,2049589837.83452,1959977347.10182,1834547471.48532,1748023888.7721,1740502670.69306,1825987815.79293,1849863845.1051,1925612815.35905,1981900416.1311,2052453877.53876,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,36810231281.1725,39832282203.4672,43439512252.4445,45396032976.4078,41711497550.4488,45258794616.4581,48657723106.4906,54158989938.4192,57132356826.646,63286953356.5826,68319169498.0116,75574615226.0316,82855233151.3113,92848457431.9036,91847160515.5376,93380418026.3198,99446787609.5997,100311362840.74,104804361477.902,104531029063.771,105877730202.442,111057987979.933,116085246826.337,122636628732.599,131878405742.488
Sub-Saharan Africa (excluding high income),SSA,857593655222.733,890747606179.078,909335295310.166,924211796164.639,953687556191.263,1007193422465.56,1078764148626.84,1137137060762.51,1178688490618.94,1223494645266.79,1293527023285.7,1381135207364.99,1493067548953.92,1587888397878.38,1739005232183.74,1906173823610.03,2087077507667.46,2285805013006.67,2459520921030.9,2563955608427.28,2739477638838.34,2935300495037.1,3042054983310.22,3286225979584.97,3528931303196.71,3654447781326.96,3742649123248.71,3912780271002.3,4118226952448.94,4305144670035.01
South Sudan,SSD,,,,,,,,,,,,,,,,,,,25429212283.8807,26914895403.2696,28724297425.779,27963579014.1695,15364070621.5654,21737660650.4627,15784928984.8425,,,,,
Sub-Saharan Africa,SSF,863435979430.093,897048974507.017,916212344387.104,931624069891.249,961534253720.15,1015506786286.14,1087697650295.6,1146799971661.21,1189081681531.91,1234305356144.58,1305415467605.82,1393622475378.19,1505946259865.34,1601641005362.81,1753651179920.35,1921622738001.91,2103826297397.68,2304057104620.99,2479003189335.95,2584164502647.37,2760842563249.87,2958068607115.42,3065256732843.27,3310716817845.57,3554414478355.87,3680964717488.86,3771234802812.69,3942470500956.43,4149762342648.31,4338403946228.05
Small states,SST,,,,,,,,,,,301487278350.603,320850835741.78,341469596492.352,364978330163.18,406490892559.04,440990789833.015,502806011404.943,564431547769.975,619159216931.445,637613509077.223,695841683298.806,760334833041.245,805608734278.311,831026293915.538,843890744788.575,751141887118.064,748928513695.269,821030030759.924,858149970920.463,887418900895.141
Sao Tome and Principe,STP,,,,,,,,,,,,266621126.274675,277275940.581511,300990375.35013,320938836.412435,354411739.841983,398421543.265406,422435544.853573,465906433.745195,480848654.613568,518907727.185575,553046562.771917,556654533.377984,637514713.07661,747171758.449539,765366018.381565,790428938.030225,810905101.743742,852099898.222022,887764535.57472
Suriname,SUR,2680899422.1089,2846393009.26575,2922904738.17538,2791682100.37743,2948239106.1087,3010058705.53546,3095825562.07946,3328714610.6647,3443602155.24784,3444414506.12995,3595363147.49702,3828542195.41186,3997995512.61891,4328793310.12367,4823186977.34765,5197230696.37089,5664725377.24953,6114225612.04486,6491420321.2958,6738030907.92422,7168881186.87558,7746725931.88615,8543650775.38909,9202825864.07952,9550173377.41946,8986667214.37567,8025092594.27246,9322731241.84204,9792623340.95989,9886478960.46604
Slovak Republic,SVK,,,37999832155.1407,39712359933.3311,43077430360.1754,46550599317.0847,50459305707.5984,54278281461.8849,57262506195.4346,57813914070.6221,61328111773.7871,66651011241.1851,71578545706.9555,76117131516.5072,81725881901.094,89400253225.0781,101503651409.687,113943752728.48,127626916993.841,124441129018.167,135710939711.011,140626782410.196,145644608377.499,151397294776.879,157095119197.712,162302480378.172,161031437967.59,168112643083.747,177427602033.946,186409049340.244
Slovenia,SVN,24691137748.649,23254374704.6179,22484939131.1387,23672170413.754,25465754653.7216,27067548088.6292,28403008819.7608,30340741122.4503,31816542489.3629,33876855926.9704,35816494136.3765,37762067050.5781,40372329697.6098,42088620439.2036,45412642735.3912,47716592721.283,51555225746.2075,55582074447.6016,59839627541.6582,56221915503.3543,57043842484.3091,59391588537.9105,59745699109.9106,61744411397.5613,63653371400.3498,65283414434.9714,69939494147.2441,75734777836.5049,80361841190.1079,84888696324.1167
Sweden,SWE,174499033070.045,178332829562.472,180283637693.138,180742865268.298,191838710815.483,203583170048.806,211222677778.517,219359917504.936,229128241913.907,243339601758.024,262875048303.536,266348638039.906,276017763557.301,284693548208.76,304232399561.548,309212862460.073,342195667508.727,373815262454.887,388684182888.548,374899631559.742,396245955438.947,421515976518.429,432488311645.095,444616519268.393,457507742235.106,481299836150.171,500373095507.237,530433049355.765,546885183363.695,574077546615.76
Eswatini,SWZ,2893709898.37393,3044230954.28482,3214057565.68923,3392405201.58025,3548026146.10406,3797227744.03451,4015319000.93732,4211294712.17488,4369591756.41921,4563482929.02139,4747619301.07383,4902929392.78153,5198632167.94441,5500639844.08829,5853433821.17513,6397836959.78564,6986419196.54558,7492291907.2786,7700785766.21508,7880932557.05241,8275232341.26407,8637942064.38094,8922130160.04144,9465059127.18132,9632880507.98889,9763832923.64363,9761184143.8352,9553541387.16698,10008880207.993,10388485665.6003
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,1116655944.49449,1165817085.52696,1244917732.92047,1138909192.13978,1188933090.17275,1244103674.78562,1262592606.76302,1296314314.53631,1308768467.69408,,
Seychelles,SYC,623215886.055765,662076716.041398,725659772.412524,788884665.520192,799294996.899459,809317169.653483,864663114.215428,984783938.945738,1079554630.42075,1115642393.93031,1157854574.53821,1156377688.43125,1188915593.94635,1139702074.97168,1137023982.59452,1278028919.625,1440555617.19323,1633412360.19228,1629434661.37691,1623710104.67903,1740448419.08075,1916946267.35322,1904257550.36249,2012104370.57584,2182546752.11494,2248333251.69547,2431429639.23433,2611017883.76009,2772948144.93868,2954128695.50926
Syrian Arab Republic,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,708657978.337852,649634667.919952,686339691.81368,763377487.16171,822351717.103559,886813788.385926,945594300.662746,1019033110.17723,
Chad,TCD,4164613407.0675,4672926559.39141,5161840719.80807,4454009537.19794,5010258642.9866,5178568709.36708,5390167697.28166,5793097285.4024,6265544169.73181,6312604307.75498,6396948802.87061,7299383800.66295,8044452609.33452,9400116440.02994,12899493839.4203,15606758921.4133,16183285768.1514,17161672209.4162,18029572665.7186,18933250751.9032,21749239338.8484,22221960066.2343,22127764664.7183,20743635470.8357,22915027717.8257,25682812590.799,24238063013.9389,23832085166.556,24973582397.6922,26234112464.7335
East Asia & Pacific (IDA & IBRD countries),TEA,2317439906511.9,2580189369120.42,2908891030142.9,3287100331703.22,3701321086756.64,4139831711216.95,4585473775933,4976794666251.59,5070990077097.78,5443359714254.88,5972931988345.9,6498886542929.27,7105981170797.16,7852842934100.97,8765606470456.56,9888691431133.76,11246683802057,12904692323146.8,14235476812582.2,15406405914130,17078977267563.3,18873864476771.6,20613352989139.6,21963007178095.2,23154495646183.5,23993551331408.7,25232185705897.9,26806450442077.2,29190781501095.1,31410227337620.5
Europe & Central Asia (IDA & IBRD countries),TEC,2942312645186.75,2875922921428.24,2692754989479.76,2634598487699.58,2443313739383.92,2482715721035.69,2545357156274.79,2667558548362.77,2507023215999.97,2595664551229.51,2871040485521.2,3032407549878.04,3244712507715.14,3548644236563.01,3962068707438.98,4407062303014.13,5214440688003.5,5822161666689.56,6659619607708.73,6522430778023.65,7002080541836.4,7725394786979.65,8207240713039.21,8840217395556.92,9097952339923.07,9036346419436.46,9341718593767.11,10021659974352.9,10717349932036.6,11072154381923.2
Togo,TGO,3145799111.45122,3229418132.21813,3171530985.08819,2756561221.34406,3237242769.33517,3564436640.73988,3950430776.18153,4596313995.48064,4541147117.71922,4721039504.75696,4788761887.15806,4934097247.83482,5203938767.71549,5656788985.31999,5752230274.85846,5654631633.2131,5980142491.83427,6068624169.58719,6437984956.27606,6846312814.47153,7348529660.91188,7982028402.8089,8312518982.11561,8869531772.51289,9481974532.78003,10232891545.4997,10917574689.8395,11674937852.7889,12537214184.9649,13433477009.9885
Thailand,THA,243860229751.292,273682959133.279,302546958170.77,335272576796.118,369816280924.034,408230636183.056,439200907086.997,434472178095.242,405821181940.331,430503738800.617,459736308911.874,486002062015.373,524046515074.61,572153296151.711,624510338811.914,670930337769.952,725573263924.727,785559553796.367,814659803939.649,815201282460.457,886663383116.697,912789677004.353,1008787036643.55,1049947947719.55,1059446005036.75,1087225267411.46,1146218147768.03,1205674840385.1,1285350647148.96,1338781208090.92
Tajikistan,TJK,13955966341.29,13403540620.436,9733386327.13454,8329901950.05408,6695620593.582,5987234628.29254,5078686758.89381,5253091228.72655,5594446841.40351,5885177285.62222,6517591789.29154,7298686712.05047,8217670518.38297,9285027298.63687,10523815059.5611,11572639724.3214,12763228775.8545,14123135121.8285,15536794780.9084,16264670006.4829,17527119633.9448,19217458989.9627,21658600564.2581,24403521790.6658,27259901285.7814,25291523268.2338,26832854441.8924,27435856244.3022,30133335841.1923,32808324374.4678
Turkmenistan,TKM,20028424640.1481,19752183336.298,17178841368.7198,17849644143.2702,15076898401.2141,14284730662.5322,15520888675.8866,13988637095.4734,15150453939.3991,17905114091.4329,19306511215.7101,20587025238.7001,20966446359.7718,22053898151.2306,23780109939.7277,27716902356.6049,31689174537.6237,36139178194.7374,42257926348.2603,45177464551.5325,49908653556.8213,58441023273.0774,63516102657.5469,68363227534.6331,73746160882.6569,76192141990.1124,78516288826.5632,81787812382.0508,88908253419.0337,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2665215752887.77,2861577035249.78,3015518653892.98,3158056560592.27,3379951609785.92,3496771286576.62,3691738720156.41,3953439836453.06,4091157573236.97,4148554374673.13,4398585945191.5,4522092091307.23,4605896309288.7,4787532915029.91,5218755096961.52,5628095510602.76,6186967071478.12,6713103879058.28,7143373347491.03,7112072802422.1,7650495481628.7,8252146846926.69,8515882217060.56,8901288143119.86,9191180298167.9,9158708041022.24,9399281302798.41,9899587573631.89,10300717847040.8,10555099064406.6
Timor-Leste,TLS,,,,,,,,,,,1121554086.57583,1333524347.07526,1263848756.20856,1259226876.28116,1298300446.65829,1379157873.80506,1362500741.33093,1542197945.35521,1750471816.32027,1939990807.24835,2148242869.3179,2320465591.75852,2628629833.10474,2863828236.97065,3195420996.93896,3489401873.55709,3829629911.52769,3935914957.34217,3997371587.35622,4205929510.90736
Middle East & North Africa (IDA & IBRD countries),TMN,1080290916913.47,1192485251151.18,1277019235672.13,1343450029741.88,1391651266572.84,1459717023176.61,1574650697630.99,1656420950218.66,1788538684188.47,1894865138210.1,2027982939496.24,2121039777229.48,2227546221884.68,2328134841525.83,2579418577117.69,2780026645080.41,3023818049530.05,3294212678304.87,3480873348744.6,3597746361360.6,3830210982521.9,3882460998680.58,4055599312568.42,4089287903488.59,4045314324575.44,3862659250006.08,3904210980065.98,4077779682459.01,,
Tonga,TON,220696580.056767,242796325.818603,248955185.835849,264380181.380895,283398794.646676,300081167.643863,305606963.690021,310467760.53814,322498180.974786,339853588.873255,359159468.198023,380257273.091429,399478206.613097,415476650.558932,425162787.127234,445342689.641136,455093035.999404,447850679.9068,470713194.503271,485166090.936467,508418596.727871,533494964.58507,548567513.093956,540775375.571209,562426453.526481,589540362.743573,616128365.322319,644791263.956946,661986332.480263,
South Asia (IDA & IBRD),TSA,1408873341414.35,1485009073284.46,1606521426326.26,1715873194655.06,1858084869386.77,2028498778735.7,2206898841209.48,2328557928332.98,2485318290263.39,2715755812222.22,2889330384798.57,3085208853669.97,3247246767775.56,3550100541606.06,3922113492492.74,4351164223519.63,4826221332446.54,5316107691478.7,5592516949715.35,6032112384994.49,6563751520434.21,7041048768429.25,7689460907235.67,8106090749353.16,8515195314183.97,8987342506673.23,9661981958533.67,10348381909739,11238944636540.9,11982585743415.5
Sub-Saharan Africa (IDA & IBRD countries),TSS,863435979430.094,897048974507.018,916212344387.105,931624069891.25,961534253720.151,1015506786286.14,1087697650295.6,1146799971661.21,1189081681531.91,1234305356144.58,1305415467605.82,1393622475378.19,1505946259865.34,1601641005362.81,1753651179920.35,1921622738001.91,2103826297397.68,2304057104620.99,2479003189335.95,2584164502647.37,2760842563249.87,2958068607115.42,3065256732843.27,3310716817845.57,3554414478355.87,3680964717488.86,3771234802812.69,3942470500956.43,4149762342648.32,4338403946228.05
Trinidad and Tobago,TTO,8620913820.2239,9189843921.49484,10347938646.4896,10522230250.3081,11130281753.9913,11796610747.7541,12869647306.4959,14076430161.0774,15391383833.9666,16866568501.6197,18433660293.1499,19623254953.2229,21515724139.8156,25080076590.9814,27802843914.0863,30448919823.4191,35513782836.8991,38201536911.6445,40265505814.3938,38790636866.0753,40546766248.3969,41271904854.1059,40429583658.4053,40692077547.4007,40459460682.7715,37698280771.077,36188728895.6925,36605373315.5511,37377267876.0028,38028095614.7158
Tunisia,TUN,29786923934.5275,31996620167.8636,35280280558.259,36907051594.8479,38893264089.8734,40642609874.5179,44344321968.6711,47563346207.3503,50399608105.0321,54222849273.4395,58045897450.386,61570952609.3076,63372054713.1037,67584290804.4772,73731681385.4904,78679137473.6912,85311080583.1586,93480587703.216,99337463353.1207,103141095495.093,108006020207.509,108148240482.921,110825176288.774,112067546633.499,115566766181.939,114133184487.368,117100994887.669,121254603779.669,127422847479.521,130996567676.66
Turkey,TUR,459335325090.411,479201079729.491,519581594416.119,574651905894.296,554919085238.148,607277822882.404,660553866936.772,722221533955.866,557849841263.278,545462780084.366,606222235264.79,591545694985.796,607794103289.525,634724183772.691,727746307174.947,807227201212.303,936410719014.232,1033168323109.01,1130486451998.32,1105595460736.77,1261302908355.49,1443295181726.72,1539111516625.88,1690856051421.39,1851026230597.64,2012361231296.37,2101654920531.08,2265513821844.02,2316406547955.94,2325616641021.97
Tuvalu,TUV,13751039.2371601,14729147.0553134,15484948.2966381,16503449.8785948,18589231.3191405,18029223.1680715,17264877.0135245,19319416.3850141,22565312.0652366,22533141.5966751,22813268.4494723,23694630.7685901,25967580.3909232,25568108.5654004,25901421.4411236,25698736.5947708,27042747.5294297,29532691.6386535,32510673.0485785,31306381.7315576,30806737.5016619,33814047.7894768,33140653.3073097,35265651.5014523,36417218.5226198,40171835.3421557,41843559.7749786,44384557.40288,46567693.6300163,52002079.4199597
Tanzania,TZA,23515090018.9019,24814019727.2988,25527806587.7722,26447739360.1557,27435963378.8174,29011226148.601,30884947059.7158,32525079461.1856,34110928205.9287,36286486300.6244,38774766793.0392,42030836065.5541,45724150999.2266,49681029906.4159,54846885947.7962,60783592210.4429,66713702942.1992,73142659519.6007,78805478985.8177,83590251564.7041,89922723310.9255,98844247281.5652,95918398595.81,103321877990.683,108827352034.866,117377410998.557,127683437546.462,134274523119.768,144926714433.405,155993325904.141
Uganda,UGA,11616317383.153,12676152673.1211,13408221594.8152,14868758524.648,16158735787.9839,18398610952.467,20435200786.2111,21847750712.1637,23177403877.0319,25405687592.6158,26789692474.5399,28796451062.8369,31806422906.7394,34494246446.0619,37834224513.4829,41483245880.5974,47347864049.0243,52709861003.0364,58414797030.1357,62863503652.1398,67181317650.8187,75025906728.5718,69033111640.2697,71315937930.8816,76461632522.5637,80712818759.2779,82292610393.5532,85406362066.3514,92802563984.9387,100564997711.773
Ukraine,UKR,379074118450.477,358932714023.183,331506229263.288,291082747687.857,229115901051.146,205381825713.915,188228187322.891,185729757997.31,184251600899.049,186538008153.128,201959790625.673,225385099333.827,240968531074.525,268799765119.054,309461039397.58,328664974159.358,363803433048.513,401943793347.325,419203151223.598,360058935269.369,378221472141.698,407225668253.007,425993673832.469,486364611995.375,461987202639.989,435489659346.44,475721740433.812,504350302211.014,533831317443.913,560701847519.694
Upper middle income,UMC,7428337059507.19,7930294690976.96,8290828980430.76,8805695495356.82,9298697886437.88,9889857143802.32,10608537355299.5,11370940878753.1,11468955724711.9,11996109942435,13040020588172.1,13799310038272.9,14671263014310.2,15826272928994.2,17567813057623.1,19523229250687.6,22143319354711.4,24849981536125.9,27325452509564,28343117680035,30954043885519.2,33829337310252.4,36105876659458,38225263517466,39768007558478.9,40120434487605.8,41645266561557.8,44196489770171.4,47469404711060,50047825736078.7
Uruguay,URY,19870440034.2169,21269366311.213,23479519428.3851,24674577916.945,27036479254.2845,27203802237.4579,29247113211.6174,32294507335.7734,34133767219.6451,33955108649.2625,34044207079.7697,33453532343.3878,31355144060.2436,32194625995.7198,34715817775.0509,38467713555.6334,41256166312.2104,45135695247.0097,49315649641.5392,51800267960.9827,56493159591.6273,60650417083.6851,61471427261.0282,64840118781.4039,68327142922.4585,68982579037.8424,70776165922.9836,73285946715.9046,76230579377.3875,77732052860.8493
United States,USA,5963144000000,6158129000000,6520327000000,6858559000000,7287236000000,7639749000000,8073122000000,8577554463000,9062818211000,9630664202000,10252345464000,10581821399000,10936419054000,11458243878000,12213729147000,13036640229000,13814611414000,14451858650000,14712844084000,14448933025000,14992052727000,15542581104000,16197007349000,16784849190000,17521746534000,18219297584000,18707188235000,19485393853000.1,20580222999999.9,21427700000000.1
Uzbekistan,UZB,51141482292.6025,52610837134.9369,47783093442.1526,47790159043.3804,46272505626.5505,46817577132.0625,48485293377.5251,51886080655.0197,54726282065.5331,57903628144.3882,61468294109.6871,65432135004.9033,69108179329.7781,73370997471.9587,80958846731.5252,89282580571.4591,98838600790.6968,111108183038.458,123496658608.056,134456566682.611,146357242839.748,161046283360.09,170096487200.532,179717093651.84,189421371087.108,198533609450.654,205512203670.114,211134957472.626,227887790292.231,244761487427.029
